2305843009213693952,2
2305843009750564864,3
3530822107858468864,0
3602879701896396800,0
3603161176873107456,0
3607400893709811712,2
3607400893709815808,3
3607418485895860224,3
3611922085791662080,0
3612485035745083392,0
3683979679829594112,3
3683979748817502208,0
3683998439978303488,0
4836867236746493952,0
4841371798446538752,0
4841934748399960064,0
4908958778474364928,3
5913261495377985536,2
5917765095005356032,0
5980815489788547072,3
5985319089684348928,0
5989840280960892928,0
5990121755937603584,0
5990068992264437760,1
5990089870368833536,2
6062162857301114880,0
6062126715151384576,1
6062126715151384577,1
6066912756123041792,0
6067211814695862272,0
6070887482335952896,3
6124948270050443264,2
6129451869677813760,0
6133955469305184256,0
7061698092055134208,2
7061699191566761984,3
7133754586849869824,0
7138258186477240320,0
7138539661453950976,0
7142761786104614912,2
7143043261081325568,0
7143045460104581120,2
7142990698736844801,2
7143008290922954752,0
7143029105137549312,3
7219868337805721600,0
7219833294362443776,3
7219853013362409472,2
7219853082081886208,0
7219854044154564608,3
7219854112874041344,0
7219834462596562945,1
7224338066516803584,0
7286860696254414848,3
7286860696522850304,3
7287424737397964800,0
7291383872627933184,2
7291682938985381888,0
7291682939237048320,2
7291613884484485122,3
7296117277970202626,0
7296113154785935362,1
7300617652060422144,0
7354416674939867136,3
7358937866484842496,0
8214637188848025600,2
8214638288359653376,3
8286975158351036416,0
8295700882629066752,2
518477186273968128,2
8295701982140698624,3
8295703081920757760,0
8295703081920761856,3
8295984556897472512,0
8295984556897476608,3
8295984625885380608,0
8296266100862091264,0
8300206750536044544,2
8358753545708638208,3
8358753545708642304,3
8367760676243906560,0
8367760676260683776,3
8367761775772311552,0
8368043250749022208,0
8367974191134277634,2
8440310038920167424,0
8444271497979101184,2
8444271498247536640,3
8449056366693187584,0
8449056366709964800,0
8449035758905393152,2
8453574405463801856,0
8507336186681884672,3
8507354877842685952,0
8507354878111121408,2
8507354878112169984,0
8507354878379560960,3
8507354878379565056,3
8507354878650089472,0
148618787703226368,0
2449958197289549824,2
2454461796916920320,0
2454743271893630976,0
3602879701896400896,3
3607383301523771392,3
3607682368686522368,0
3611922085523226624,2
3611922085791662080,0
3611922086060097536,0
3674972480860061696,3
3674992271515713536,0
4827878591750471680,0
4832382191377842176,0
4832383290889469952,2
4904719061369225216,0
4904721260392480768,0
5908742502587826176,3
5913246102215196672,3
5913246102215204864,3
5985600564661059584,0
5989822689311723520,3
5994343880856698880,0
6052890676012519424,3
6052891775792578560,0
378584054129360896,2
6057362458790592512,3
6061865989715263488,0
6061865989715267584,3
6061865989732044800,3
6061866058686402560,3
6062429008639823872,0
6066369658313773568,3
6066631483009990674,3
6071416497484464128,0
6133922690148335616,3
7061664213386661888,3
7147250061020233728,0
7147531535996944384,0
7210316879758364672,3
7214820479654166528,0
7214821579165794304,2
6917581804803199520,0
6917582904314827520,2
6994147396498231296,0
7061701390910885888,3
7070990065140240384,0
7138262653293563904,3
7143047659178168320,0
7143329134154878976,0
7147269783828832256,3
7205816578984648960,3
7282376673373192192,0
7282394264753930752,0
7282394265274032128,2
7282394333993508864,3
7286897933889306624,0
7286898002608783360,0
7291682939773911040,0
7291683008493387776,0
7291683077212864512,0
7291964552189575168,0
7291895359464341504,1
7296680429771292672,0
7296749557570863104,2
7296749626290339840,0
7296749626291388416,3
7296749626559823872,0
7296680434068422657,3
7296698094970863616,0
7301219016201207808,0
7363425179327795200,3
7367928641784643584,0
7367928710504120320,0
7368491660457541632,0
8367727827780374528,3
8367727828048809984,3
8444303177657876480,0
8444584652634587136,0
8444866127611297792,0
8444812461726629888,1
8449333447381614592,0
8449315859491586048,1
8449597471906070528,0
8449597338762084353,1
8449879904660488192,0
8453291684946518016,3
8502831281116028928,2
8511838480370769920,2
8512401430324191232,0
8516343179509768192,2
8516906129463189504,0
8516869987045015585,1
8516869991341031456,0
8516922622406045696,3
8516923721917673472,0
8516924821429301248,0
8516924890148777984,2
8516873285581996035,1
19791209299968,3
4624,2
268440080,3
2458965396544290816,0
3602879702164832256,3
3607383301792202752,3
3607682368686522368,0
3611904493605617664,3
3674954888388808704,3
4683761204919799808,3
4755836391143768064,0
4755837490655395840,0
4755837490923831296,0
4755856182084632576,0
4827911577367740416,0
4832415176995110912,0
302022860463996928,1
306808828421210112,0
5908757895750615040,3
5913261495377985536,0
5917765095005356032,0
5917765163724832768,0
5985320188927541248,2
5985321288439169024,3
5989824888066539520,0
5989841380740956160,2
5989841381009391616,0
5989841381026168832,3
5989842549240496128,0
5990124024217206784,0
5990124092936683520,0
5990125055026135040,3
6062180518743506944,0
6062180587462983680,0
6066965524628111360,0
6066911858475008001,1
6071432844129992705,0
6133937877387583488,3
7061679400625905920,3
7061699191835197440,0
7061699260554674176,3
7142761786104610816,0
6917581804736090912,0
6998649896563642368,0
6917581804752868129,0
7070988965578280960,0
7138275778663292928,3
7142779378559090688,0
7142779378575867904,3
7142779378592645120,3
7142779378592649216,3
7142782677093978112,0
7219340572224393216,0
7219341671736020992,0
7219342771247648768,0
7219342771264425984,0
7219342771264430080,3
7219342771281207296,3
7219343870776057856,0
7219343870792835072,3
7219625345769545728,0
7219625345770594304,3
7219906889465733120,0
7219837761180729346,3
7296415383043571712,0
7296714450206195712,0
7296678239336923137,1
7296959705724747776,0
7300391140048502784,2
7349946060392894464,3
7350227535638036480,0
8142579595078537216,3
8219139689232207872,0
8223643288859578368,0
8286694783154393088,2
8286695882666020864,0
8291199482293391360,0
8291480957270102016,0
8295703081937539072,3
8295703081954316288,3
8295704250151866368,0
8367759645166538752,0
8367760676227125248,2
8368042151203835904,0
8372545750831206400,0
8372477722039091201,2
8444812401598070784,0
8444812401599184896,1
8444812470317613056,0
8449317032016609280,0
8449352341479489536,2
8449369937423630336,0
8449369937423695872,2
8449369941718663168,0
8449369941720760320,1
8449651416697405440,0
8449651416695439361,3
8449651420991389696,0
8449651477361725440,3
1152921504875282432,3
2310346608841064448,0
2382404202878992384,0
3535325707485839360,0
3602879701896400896,3
3607400893709811712,0
3611904493337182208,0
3612467443290603520,0
3683962087643545600,3
3683979748280631296,0
4755837490386964480,3
4756118965632106496,0
4756120065143734272,0
4828176559670034432,0
4828458034646745088,0
4836902283948068864,3
4836902283948072960,3
4837183758924783616,0
4837147616506609697,1
4841933794917220352,0
4842215330023473152,0
4913448084450574336,3
5980801264856858624,3
6057658158162116608,0
6062161757789487104,0
6062443232766197760,0
6066383882440155136,3
6066402574137819136,0
6066684049114529792,0
6066630383498231808,1
6071416351455444992,0
6133937876850708480,3
7061680499600658432,3
7061681599380717568,0
7138240594022760448,0
7138522068999471104,0
7143025668626841600,0
7143025737346318336,0
7142990625720369152,1
7147775704619286528,0
7148057171007111168,0
7219305387315433472,3
7219306487095492608,0
7219324147464142848,0
7219887097417564160,0
7219833367376691201,1
7224619331039002624,0
7291362981084925952,3
7291364080864985088,0
7291364081133420544,3
7291381741502070784,0
7291663216478781440,0
7291609486437908481,1
7296130472092958720,0
7296132663063085056,3
7296132731782561792,0
7296114112562593794,1
7296395664848584704,0
7296416336794615808,3
7296433997431701504,0
7296396824489820160,1
7300900153550962688,0
7301199212123783168,0
7363405182228500480,3
8291146705466822656,3
8295667897280233472,0
8295667897297010688,0
8300171496924381184,0
8358733685494648832,3
8363237285122019328,0
8363238384633647104,0
8367741984261017600,0
8372245583888388096,0
8372245652607864832,0
8372246683416793088,3
8372528158393503744,0
8372476622529429505,1
8372775762704465920,0
8372776784906690560,3
8444829981436018688,0
8444829981437067264,0
8444830050154450944,0
8449333447918358528,0
8449315859490537474,1
8449597407481561088,0
8449896461759414272,0
8453291685214945280,3
8453291753934422016,0
8453573228911132672,0
8507335980523454464,3
8507635047149338624,0
8511857172068433920,2
8511857240787910656,0
8512139746556772352,2
8512139815276249088,0
8512139883995725824,3
8516643483623096320,0
8516588589377781760,3
8521109575032766464,0
4785074604081152,0
2305843009213698048,3
2377900603251625984,3
2377920394460921856,0
2377937986646966272,0
3530824306898501632,0
3530841899336204288,2
3531140966230523904,0
3535644565857894400,0
3607436078081904640,3
4760323497828286464,0
4764827097455656960,0
4764844689641701376,0
4832398684052258816,2
4836902283679629312,0
4836902283948064768,3
4837183758924775424,0
4837147620801576960,1
4841652182501621760,0
4904439785684209664,3
